	R100	R101	R102	R103	R104	R105	R106	R107	R108	R109	R10	R110	R111	R112	R113	R114	R115	R116	R117	R118	R119	R11	R120	R121	R122	R123	R124	R125	R126	R127	R128	R129	R12	R130	R131	R132	R13	R14	R15	R16	R17	R18	R19	R1	R20	R21	R22	R23	R24	R25	R26	R27	R28	R29	R2	R30	R31	R32	R33	R34	R35	R36	R37	R38	R39	R3	R40	R41	R42	R43	R44	R45	R46	R47	R48	R49	R4	R50	R51	R52	R53	R54	R55	R56	R57	R58	R59	R5	R6
1451_c00106_vamb384_MEGAHIT.k21-99.Full_1044	1.69216	0	0	0	0	0	0.216558	0	0	0.162918	2.93141	0	0	0	0.860067	3.32243	0	13.0436	0	0	0	0	0	0	0	0	7.56487	8.30657	18.9191	0	31.2899	4.81228	0	14.381	27.2416	12.2959	0	0	0	0	4.27305	1.04323	0.812104	1.03955	0	22.1919	0	0	0	4.97476	0	0	0	0	0.766582	0	0	0	0	0	0	0	0.222813	0	0	0	0	0	1.44322	0	0	0	0	0	34.5702	0.553515	0	0	0	0	0	0	0	0	0	0	0.941267	0	0
1452_c00107_vamb384_MEGAHIT.k21-99.Full_1044	2.56511	3.68679	0	0	0	0.857859	1.09424	0	0	0	1.39411	0	0	0	1.44862	0	0	0	0	0.85349	0	0	0	0.424461	0	0	2.38906	2.4873	3.32519	0	19.1391	2.86072	0	6.14874	9.55126	5.40277	0	0	0	1.94259	0	0	0.41036	1.83845	1.49839	1.8689	0	0	0	0.314226	0	0	0	0	3.09878	0	0	0	0	0	0	0	0	0	3.1243	0	0	0	0	0	0	0	0	0	63.6763	2.98336	3.29984	0	0	0	0	0	0	0	0	0	0.951234	0	0
1453_c00108_vamb384_MEGAHIT.k21-99.Full_1044	3.48645	0	0	0	0	0	0	0	0	1.00707	6.92814	2.458	0	0	2.65807	1.24062	0	10.7498	13.9252	1.45001	0	0	0	0	0	0	1.46123	0	25.4232	0	11.0274	0	0	12.5361	5.72732	9.3631	3.42685	0	0	0	0.880377	1.07478	3.34665	0	0	6.35042	0	25.316	8.37604	0	0.298512	0	2.06855	1.92763	0	0	0	1.63954	4.40655	0	0	4.89039	0	0	1.59241	0	0	1.72714	0	0	0	0	4.59088	0	36.1227	0.190078	0	0	0	0	0	0	0	0	0	0	0.969676	4.41379	0
1454_c00109_vamb384_MEGAHIT.k21-99.Full_1044	12.3042	0	0	0	0	0.220436	0	0	0	0.846233	2.50776	0.826146	0	0	1.19121	0.383482	0	26.195	12.961	4.09379	0	0	0	0.654411	0	0	1.47341	0.639185	56.3979	0	39.3448	1.76427	0	11.4914	15.0151	16.661	0	0	0.448584	9.98307	13.3155	1.62563	0.632733	2.15958	0	3.20165	0	5.10536	6.03273	0.969051	1.20402	0	0	0	3.18511	0	0	0	0	0	0	3.16526	0.231448	0	3.21132	0	0	0	0	0	0	0	0	0	43.0929	1.14998	6.78339	0	0	0	0	0	0	0	0	0	4.88877	0	1.35235
1455_c00110_vamb384_MEGAHIT.k21-99.Full_1044	62.5646	4.21759	259.431	19.7928	139.842	3.79579	17.4924	16.5321	162.004	4.81272	46.5916	13.2845	251.533	51.4234	15.0671	21.2006	107.783	96.9603	125.712	29.9369	36.2546	56.2692	123.584	9.39275	142.057	12.2922	15.8844	23.7049	374.531	19.1447	82.5511	17.3862	14.4482	49.4564	49.05	69.521	135.048	28.4646	7.12586	150.318	20.9311	13.8894	20.7363	22.6018	16.5425	14.9295	21.7448	65.464	61.6307	12.0431	5.51993	36.8772	12.8212	4.48231	13.8459	32.6015	7.98744	2.02983	102.414	29.6522	33.2517	16.9707	13.0262	17.3646	73.5356	56.8125	71.1174	6.12797	93.4021	13.3811	36.1428	5.8406	15.4964	81.0517	137.207	6.98613	63.591	19.8719	12.1535	93.9908	10.9936	97.561	229.226	215.759	37.4613	67.9405	31.9089	200.696	21.51
1456_c00111_vamb384_MEGAHIT.k21-99.Full_1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296489	0	0	0	0	0	0	0	0	0	0	2.60178	0	0	0	0	0.563138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.32284	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1457_c00112_vamb384_MEGAHIT.k21-99.Full_1044	32.9909	2.0702	0	4.00757	2.83145	3.13091	3.65136	0	0	0.858799	2.90771	0	0	0	9.97031	1.16718	0	41.2711	65.7452	11.8662	0	0	0	1.32781	0	0	2.49139	7.13339	247.083	2.14043	48.5939	2.98318	0	38.5777	31.6471	32.1334	0	0	0	6.07669	11.7077	1.65275	2.35381	1.91705	1.17193	1.29927	0	10.3591	8.56859	0.655458	0.610788	7.4671	0.705371	0	2.42353	0	0.972899	0	9.01623	0	0	0	0.704434	0	11.4028	0	0	0	4.56214	0	2.81471	0	0	0	57.2518	3.88902	2.29395	2.51476	7.26018	0	1.66737	0	0	0	0	2.99059	9.91966	13.5454	5.14491
1458_c00113_vamb384_MEGAHIT.k21-99.Full_1044	32.4355	4.78145	0	0	0	3.8416	0.922393	0	0	15.2693	55.2748	0	0	0	14.3489	24.3747	0	142.604	70.8615	12.8896	0	0	0	0.670849	0	0	22.154	12.4506	347.795	1.0814	261.296	21.4024	0	304.534	294.835	294.568	0	0	2.75938	0	32.7607	14.9996	29.4071	7.47169	4.73684	39.3864	0	53.6464	30.9227	37.7539	0	0	0	0	3.2652	0	1.2289	0.84736	0	0	0	16.2243	2.84725	0	32.9205	0	0	1.78525	1.5366	0	0	0	0	0	126.222	22.7928	2.31794	0	0	0	2.52725	0	0	0	0	0	12.0283	0	1.38633
1459_c00114_vamb384_MEGAHIT.k21-99.Full_1044	9.0191	0	0	0	0	0.226208	0.461669	0	0	0.694774	0.367651	0	0	0	2.13926	33.4513	0	25.0277	12.1918	2.10045	0	0	0	0.223845	0	0	32.005	17.3831	92.0805	0	111.472	34.0979	0	33.0202	16.5941	28.4978	0	0	0.460369	24.5859	20.0409	1.11223	0.216451	12.7426	2.37085	78.8536	0	9.16853	17.3345	0	1.5446	0	0.713494	1.99449	4.90282	0	0.246033	2.54469	0	0	0	0	0.237514	0	1.64771	0	0	0	4.6145	0	0	0	0	0	74.2316	0.983457	17.4024	0	0	0	0	0	0	0	0	0	10.0339	0	0.693873
1460_c00115_vamb384_MEGAHIT.k21-99.Full_1044	0	0	0	0	0	0	0	0	0	0	0.184965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6472	0	5.29899	0.30362	0	2.3732	1.78895	7.4554	0	0	0	0	0	0	0	0	0.39759	0	0	0	1.24584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79812	0	0	0	0	0	0	9.53508	0	0	0	0	0	0	0	0	0	0	0	1.0096	0	0
1461_c00116_vamb384_MEGAHIT.k21-99.Full_1044	0	0	0	0	2.90899	0	0	0	0	0	0	0	0	0	0.15521	0.399747	0	0	0	0	0	0	0	0.113682	0	0	0	0.166577	0.890791	0	4.9035	0	0	4.7915	2.10692	3.76316	0	0	0	0	0	0	0	0	0	0.333729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95928	11.4973	0	4.12439	0	0	0	0	0	0	0	0	0	0	0	0
1462_c00117_vamb384_MEGAHIT.k21-99.Full_1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895988	0	37.6628	0	0	1.20485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1463_c00118_vamb384_MEGAHIT.k21-99.Full_1044	0	0	0	0	0	0	0	0	0	0	0.188426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29765	0	0	0	2.42986	4.67387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.7439	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1464_c00119_vamb384_MEGAHIT.k21-99.Full_1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307624	0	0	0	0	0	0	0	0	0	0	0.899875	0	0	2.41816	2.43043	4.09059	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8747	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1465_c00120_vamb384_MEGAHIT.k21-99.Full_1044	0	0	0	0	0	0	0	0	0	0.179285	0.758939	0	0	0	0.630847	0	0	0	0	0	0	0	0	0	0	0	0	0	7.24141	0	2.71772	0	0	1.82579	3.67009	2.35319	0	0	0	0	0	0	0.446834	0	0	0	0	0	0	1.36881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.78084	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1466_c00121_vamb384_MEGAHIT.k21-99.Full_1044	0.93417	0	0	0	0	0	0	0	0	0	0.190407	0	0	0	0	7.77689	0	8.01883	6.88753	0	0	0	0	0.231838	0	0	8.36513	4.75844	34.1741	0	31.9912	6.25758	0	10.6328	9.37068	7.67728	0	0	0	0	5.6794	0	0	2.58303	0.818562	35.5321	0	1.35663	0	0	0	0	0	0	0	0	0	0.878529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.547	0	0	0	0	0	0.873427	0	0	0	0	0	0	0	0
1467_c00122_vamb384_MEGAHIT.k21-99.Full_1044	17.8695	0.623894	0	0	0	1.17937	0.722102	0	0	0.724572	0	8.83962	0	0	8.92318	21.3408	0	46.3972	36.9819	8.76061	0	0	0	0.466812	0	8.20536	33.9005	18.128	237.784	0	94.2727	29.2633	0	39.3534	38.3164	46.3626	0	0	0.960223	0	37.0456	2.31985	2.03159	7.22117	3.29644	93.8757	0	17.7556	20.6585	16.9419	0	0	4.46419	8.3185	28.1185	0	0.513185	2.65342	0	0	0	3.38711	0	0	1.71814	0	0	0.9317	1.60377	0	0	0	0.825564	0	69.7232	0	0	0	1.53164	0	0.879341	0	0	0	0	0	10.4632	0	1.44703
1468_c00123_vamb384_MEGAHIT.k21-99.Full_1044	0	0.314753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.31147	0	0	2.48173	0	0.59975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2946	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1469_c00124_vamb384_MEGAHIT.k21-99.Full_1044	1.91537	0	0	2.15204	0	0.240179	0.49019	0	0	0.368923	1.36644	0	0	0	0	0.417909	0	3.93708	9.41413	0	0	0	0	0.712991	0	0	0	0	2.7939	0	5.59192	0	0	16.2797	11.9568	14.5267	0	0	1.95562	6.52556	2.90168	0	5.05705	1.17647	0	0.697744	0	1.39077	0	0	0.656172	0	0	0	0	0	0	0.900614	0	0	0	0	0.7566	0	0	0	0	0	0	0	0	0	0	0	7.82655	2.08867	8.62254	0	0	0	4.47701	0	0	0	2.14446	0	2.13089	0	0.368357
1470_c00125_vamb384_MEGAHIT.k21-99.Full_1044	19.3467	0.636987	0	0	0	0.721585	2.45451	0	0	0.923652	4.70214	0	0	0	2.34044	1.67407	0	15.8954	11.8417	3.91761	0	0	0	1.42805	0	0	4.82378	4.88328	97.6843	11.51	29.4739	3.52961	0	25.1253	35.9224	18.8088	0	0	1.95847	2.17834	3.87453	6.50592	4.15036	3.82907	4.62218	8.3851	0	30.8328	42.508	9.52047	0.985694	0	0	0	0	0	1.04671	1.80384	0	0	0	8.63499	2.02053	0	14.0164	3.86622	0	0	1.63535	0	0	0	0.841858	0	74.9836	2.71922	2.46716	0	0	0	0	0	0	0	0	0	1.06699	0	4.05781
1471_c00126_vamb384_MEGAHIT.k21-99.Full_1044	0	0	0	0	0	0	0	0	0	0	0.394811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.59732	0	0	1.2664	0.63639	0.612108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.4401	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1472_c00127_vamb384_MEGAHIT.k21-99.Full_1044	77.3609	1.29921	52.811	143.03	0	0.491163	5.764	104.161	90.0683	0.377253	1.39724	11.9641	13.8096	114.397	22.5636	14.9566	54.4744	53.3411	67.3804	14.0071	424.606	268.656	3254.35	13.3654	11.5553	73.482	7.38795	53.0671	149.514	35.2549	76.2373	27.8479	364.833	3.20129	5.79131	4.95152	835.679	1104.44	20.4977	275.782	80.1081	33.8196	5.87635	13.8336	27.4586	27.1113	443.373	83.9031	122.338	21.2434	8.72298	627.531	9.29644	43.3023	85.1678	154.589	9.61923	60.7774	267.428	210.179	361.928	40.5562	7.22062	179.248	93.021	292.111	336.024	35.8908	70.1249	81.8323	500.825	184.308	48.9944	344.573	52.5905	3.63078	156.177	226.459	79.7394	318.119	78.7379	138.889	1077.83	1056.89	256.571	197.087	50.1143	337.157	11.6758
1473_c00128_vamb384_MEGAHIT.k21-99.Full_1044	0	0	0	0	0	0.743081	0.252765	0	0	1.52204	3.42256	0	0	0	0	6.03422	0	0	0	0.657093	32.5263	0	10.9412	0	0	0	4.69175	1.79614	11.5265	0	39.4079	3.30443	4.32915	21.1714	22.0667	22.4742	0	0	0	0	3.98999	5.48221	0.237083	2.42653	0	19.4292	0	0	0	2.17902	0	0	0	1.09186	0	0	0	0	0	2.07832	3.92521	1.77849	0.2601	19.4695	0	0	0	1.95672	0	0	0	6.19653	0	0	46.1249	0.861666	0	0	17.6938	0	7.38751	0	0	0	4.42371	0	0	0	0.379878
1474_c00129_vamb384_MEGAHIT.k21-99.Full_1044	0	0	0	0	0	0	0	0	0	0	0.808033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.963794	0	16.3951	0	0	0	1.95365	1.87919	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09321	0	0	0	0	0.897823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3554	0.216146	0	0	0	0	0	0	0	0	0	0	0	0	0
1475_c00130_vamb384_MEGAHIT.k21-99.Full_1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.661875	0	0	0	0	0	0	0	0	0.967558	0	5.80905	0	0	2.60196	4.57629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.731658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.4576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
